SPECIES_NAME,Sheet,File,Column,SPECIES_NAMES,REPRESENTATIVE_COMPOUND_NAME,SYMBOL,NOTE,MNEMONIC,PROFILE_NAME,CONTROLS,PROFILE_NOTES,TEST_METHOD,REGION,CATEGORY_LEVEL_2_Sector_Equipment,CATEGORY_LEVEL_3_ Fuel_Product,Data_Origin,Keywords,DOC_LINK,Q_LINK,REF_Code,REFERENCE,REF_DESCRIPTION,LINK,ANALYTICAL_METHOD,NAME,REF_DOCUMENTS,DATA_ORIGIN,KEYWORD,Changes,Descriptor,REF_Codes,REFERENCES,REF_DESCRIPTIONS,LINK1,LINK2,LINK3
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Watson, J. G. 1979. 'Chemical Element Balance Receptor Model Methodology for Sources of Fine and Total Suspended Particulate Matter in Portland, Oregon', Ph.D. Thesis, Oregon Graduate Center. February 1979. https://digitalcommons.ohsu.edu/etd/317/",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Watson, J. G. 1979. 'Chemical Element Balance Receptor Model Methodology for Sources of Fine and Total Suspended Particulate Matter in Portland, Oregon', Ph.D. Thesis, Oregon Graduate Center. February 1979. https://digitalcommons.ohsu.edu/etd/317/",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Watson, J. G. 1979. 'Chemical Element Balance Receptor Model Methodology for Sources of Fine and Total Suspended Particulate Matter in Portland, Oregon', Ph.D. Thesis, Oregon Graduate Center. February 1979. https://digitalcommons.ohsu.edu/etd/317/",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Watson, J. G. 1979. 'Chemical Element Balance Receptor Model Methodology for Sources of Fine and Total Suspended Particulate Matter in Portland, Oregon', Ph.D. Thesis, Oregon Graduate Center. February 1979. https://digitalcommons.ohsu.edu/etd/317/",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Core, J.E., J.A. Rau, J.C. Chow, J.G. Watson. 1989. 'Receptor Modeling Source Profile Development for the Pacific Northwest States; The Pacific Northwest Source Profile Library, Volume 2 - Project Final Report', Prepared for State of Oregon Department of Environmental Quality, Portland, Oregon. https://www.researchgate.net/publication/235341534_Receptor_modeling_source_profile_development_for_the_Pacific_Northwest_States_The_Pacific_Northwest_Source_Profile_Library",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Mamuro, Tetsuo, Akira Mizohata, and Torahide Kubota. 1979. 'Elemental Compositions of Suspended Particles Released from Various Boilers', Journal of Japan Society of Air Pollution, 14, no. 7: 296-303. DOI: 10.11298/taiki1978.14.296",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Howes, J. E., J. A. Cooper, and J. E. Houck. 1983. 'Sampling and Analysis to  Determine Source Signatures in the Philadelphia Area - Draft Final Report', Prepared for US EPA, ESRL, Research Triangle Park,  NC, by NEA, Incorporated. https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=9100JE9K.txt",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Howes, J. E., J. A. Cooper, and J. E. Houck. 1983. 'Sampling and Analysis to  Determine Source Signatures in the Philadelphia Area - Draft Final Report', Prepared for US EPA, ESRL, Research Triangle Park,  NC, by NEA, Incorporated. https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=9100JE9K.txt",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Howes, J. E., J. A. Cooper, and J. E. Houck. 1983. 'Sampling and Analysis to  Determine Source Signatures in the Philadelphia Area - Draft Final Report', Prepared for US EPA, ESRL, Research Triangle Park,  NC, by NEA, Incorporated. https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=9100JE9K.txt",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Howes, J. E., J. A. Cooper, and J. E. Houck. 1983. 'Sampling and Analysis to  Determine Source Signatures in the Philadelphia Area - Draft Final Report', Prepared for US EPA, ESRL, Research Triangle Park,  NC, by NEA, Incorporated. https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=9100JE9K.txt",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Greenberg, Robert R, Glen E Gordon, William H Zoller, Robert B Jacko, David W Neuendorf, and Kenneth J Yost. 1978. 'Composition of Particles Emitted from the Nicosia Municipal Incinerator', Environmental Science & Technology, 12, no. 12: 1329-32. DOI: 10.1021/es60147a014",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Greenberg, Robert R, Glen E Gordon, William H Zoller, Robert B Jacko, David W Neuendorf, and Kenneth J Yost. 1978. 'Composition of Particles Emitted from the Nicosia Municipal Incinerator', Environmental Science & Technology, 12, no. 12: 1329-32. DOI: 10.1021/es60147a014",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Greenberg, Robert R, Glen E Gordon, William H Zoller, Robert B Jacko, David W Neuendorf, and Kenneth J Yost. 1978. 'Composition of Particles Emitted from the Nicosia Municipal Incinerator', Environmental Science & Technology, 12, no. 12: 1329-32. DOI: 10.1021/es60147a014",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Gordon, G. E. and A. E. Sheffield, University of Maryland.  University of  Maryland Source Library.  College Park, MD. April 27, 1987.
_x000d_
_x000d_
_x000d_Greenberg, Robert R, Glen E Gordon, William H Zoller, Robert B Jacko, David W Neuendorf, and Kenneth J Yost. 1978. 'Composition of Particles Emitted from the Nicosia Municipal Incinerator', Environmental Science & Technology, 12, no. 12: 1329-32. DOI: 10.1021/es60147a014",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
,ConcatenatedResult,ConcatenatedResult.xlsx,REF_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,"Cooper, J.A., D.C. Redline, J.R. Sherman, L.M. Valdovinos, W.L. Pollard, L.C. Scavone, C. Badgett-West, NEI, Inc., 1987. 'PM10 Source Composition Library for the  South Coast Air Basin, Volume I and II', Prepared for the South Coast Air  Quality Management District, El Monte, CA, by NEA, Inc. https://www.arb.ca.gov/ei/speciate/r01t20/rf12doc/refnum12.htm",,,,,,,,,,
